Date,Transaction Description,Debit,Credit,Balance,Category 1,Category 2,Category 3,DR/CR
2026-08-03,AustralianSuper Pension ,238,0,5977,Income,Income,Other Income,DR
2026-08-06,Event Cinemas ,536,0,5441,Expense,Leisure & Lifestyle,Entertainment,DR
2026-08-07,Priceline Pharmacy ,51,0,5390,Expense,Personal,Health & Medical,DR
2026-08-08,Coles ,217,0,5173,Expense,Household,Groceries,DR
2026-08-09,Coles ,89,0,5084,Expense,Household,Groceries,DR
2026-08-09,EnergyAustralia ,31,0,5053,Expense,Household,Utilities,DR
2026-08-09,The Rocks Bar and Pub ,382,0,4671,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-08-12,VetLove ,202,0,4469,Expense,Household,Pets,DR
2026-08-14,G8 Education ,163,0,4306,Expense,Personal,Children & Family,DR
2026-08-15,Uber ,10,0,4296,Expense,Transport,Taxies & Share Cars,DR
2026-08-17,Who Gives A Crap ,187,0,4109,Expense,Household,Groceries,DR
2026-08-19,Menulog ,198,0,3911,Expense,Leisure & Lifestyle,Takeaway,DR
2026-08-19,Priceline Pharmacy ,245,0,3666,Expense,Personal,Health & Medical,DR
2026-08-19,The Victory Hotel ,225,0,3441,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-08-20,Medicare Claim ,57,0,3384,Expense,Personal,Health & Medical,DR
2026-08-20,Little Athletics ,224,0,3160,Expense,Personal,Fitness & Wellbeing,DR
2026-08-20,Freedom Furniture ,293,0,2867,Expense,Household,Maintenance & Improvements,DR
2026-08-21,Westpac Dividend Deposit ,222,0,2645,Income,Income,Investments,DR
2026-08-21,Soccer Clubs ,216,0,2429,Expense,Personal,Fitness & Wellbeing,DR
2026-08-21,Surfstitch ,6,0,2423,Expense,Personal,Clothing & Accessories,DR
2026-08-22,Mathnasium ,64,0,2359,Expense,Personal,Education,DR
2026-08-22,Audible ,234,0,2125,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-08-23,MyCar Tyre & Auto ,145,0,1980,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-08-23,Ladbrokes ,52,0,1928,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2026-08-25,Sylvan Learning ,16,0,1912,Expense,Personal,Education,DR
2026-08-28,Child Support Agency Deposit ,55,0,1857,Income,Income,Other Income,DR
2026-08-28,Quay Restaurant ,80,0,1777,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-09-01,Monthly Income,0,6542,8319,Income,Income,Wages,CR
2026-09-02,Ballet Schools ,610,0,7709,Expense,Personal,Fitness & Wellbeing,DR
2026-09-03,Autobarn ,750,0,6959,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-09-04,Local Hospital ,500,0,6459,Expense,Personal,Health & Medical,DR
2026-09-07,Crown Perth ,299,0,6160,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-09-07,Camp Australia ,69,0,6091,Expense,Leisure & Lifestyle,Hobbies,DR
2026-09-07,Event Cinemas ,321,0,5770,Expense,Leisure & Lifestyle,Entertainment,DR
2026-09-09, Slater and Gordon Lawyers ,470,0,5300,Expense,Personal,Life Admin,DR
2026-09-09,Myer ,54,0,5246,Expense,Personal,Clothing & Accessories,DR
2026-09-09,Endota Spa ,191,0,5055,Expense,Personal,Fitness & Wellbeing,DR
2026-09-10,Taronga Zoo ,152,0,4903,Expense,Leisure & Lifestyle,Entertainment,DR
2026-09-12,Kumon ,357,0,4546,Expense,Personal,Education,DR
2026-09-15,Disney+ ,439,0,4107,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-09-16,Stan ,239,0,3868,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-09-18,Gardening Australia ,348,0,3520,Expense,Household,Maintenance & Improvements,DR
2026-09-21,The Iconic ,246,0,3274,Expense,Personal,Clothing & Accessories,DR
2026-09-21,Campion Education ,65,0,3209,Expense,Personal,Children & Family,DR
2026-09-22,Fitness First ,234,0,2975,Expense,Personal,Fitness & Wellbeing,DR
2026-09-23,Stand Up Paddleboard Rental ,147,0,2828,Expense,Personal,Fitness & Wellbeing,DR
2026-09-26,Petbarn ,177,0,2651,Expense,Household,Pets,DR
2026-09-28,Flight Centre ,211,0,2440,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2026-10-01,Monthly Income,0,6542,8982,Income,Income,Wages,CR
2026-10-02,TerryWhite Chemmart ,459,0,8523,Expense,Personal,Health & Medical,DR
2026-10-02,Campion Education ,86,0,8437,Expense,Personal,Children & Family,DR
2026-10-02,Flight Centre ,587,0,7850,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2026-10-02,Boost Juice Bars ,319,0,7531,Expense,Leisure & Lifestyle,Takeaway,DR
2026-10-03,National Hearing Care ,518,0,7013,Expense,Personal,Health & Medical,DR
2026-10-03,Beachfront Markets ,563,0,6450,Expense,Personal,Clothing & Accessories,DR
2026-10-04,YMCA ,433,0,6017,Expense,Personal,Fitness & Wellbeing,DR
2026-10-04, NRMA Insurance ,127,0,5890,Expense,Household,Rates & Insurance,DR
2026-10-04,McDonald’s ,529,0,5361,Expense,Leisure & Lifestyle,Takeaway,DR
2026-10-05,The Sydney Morning Herald ,159,0,5202,Expense,Personal,Education,DR
2026-10-05,Flight Centre ,315,0,4887,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2026-10-07,Beachside Caravan Park ,462,0,4425,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2026-10-08, Rentokil ,355,0,4070,Expense,Household,Maintenance & Improvements,DR
2026-10-08,OfficeMax ,376,0,3694,Expense,Personal,Life Admin,DR
2026-10-09,The Brisbane Hotel ,229,0,3465,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-10-09, Ray White Real Estate ,161,0,3304,Expense,Personal,Life Admin,DR
2026-10-09,Snap Fitness ,48,0,3256,Expense,Personal,Fitness & Wellbeing,DR
2026-10-10,Myer ,273,0,2983,Expense,Personal,Clothing & Accessories,DR
2026-10-10,Priceline Pharmacy ,224,0,2759,Expense,Personal,Health & Medical,DR
2026-10-11,King Swim ,253,0,2506,Expense,Personal,Fitness & Wellbeing,DR
2026-10-11,Binge ,132,0,2374,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-10-11,JB HiFi,192,0,2182,Expense,Leisure & Lifestyle,Electronics,DR
2026-10-12,The Coffee Club ,135,0,2047,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2026-10-13,Scouts Australia ,83,0,1964,Expense,Leisure & Lifestyle,Hobbies,DR
2026-10-14, BSA Ltd ,66,0,1898,Expense,Household,Maintenance & Improvements,DR
2026-10-14,Sunnybank Hotel ,21,0,1877,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-10-16,Bridgestone Select ,28,0,1849,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-10-17,The Sydney Morning Herald ,103,0,1746,Expense,Personal,Education,DR
2026-10-18,Culture Kings ,133,0,1613,Expense,Personal,Clothing & Accessories,DR
2026-10-18,Kumon ,148,0,1465,Expense,Personal,Education,DR
2026-10-18,Café Nero ,71,0,1394,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2026-10-18,Beachside Yoga Classes ,40,0,1354,Expense,Personal,Fitness & Wellbeing,DR
2026-10-19,Mathnasium ,131,0,1223,Expense,Personal,Education,DR
2026-10-20,Swim Australia ,100,0,1123,Expense,Personal,Fitness & Wellbeing,DR
2026-10-21, Ray White Real Estate ,91,0,1032,Expense,Personal,Life Admin,DR
2026-10-21,Ballet Schools ,98,0,934,Expense,Personal,Fitness & Wellbeing,DR
2026-10-22,Sunnybank Hotel ,55,0,879,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-10-22,Witchery ,42,0,837,Expense,Personal,Clothing & Accessories,DR
2026-10-22,Le Creuset ,16,0,821,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-10-23,Tennis Australia ,51,0,770,Expense,Personal,Fitness & Wellbeing,DR
2026-10-24,The Brisbane Hotel ,13,0,757,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-10-24,Shell V Power,60,0,697,Expense,Transport,Fuel,DR
2026-10-25,Airbnb Host Income ,9,0,688,Income,Income,Other Income,DR
2026-10-26,Anytime Fitness ,36,0,652,Expense,Personal,Fitness & Wellbeing,DR
2026-10-27,Zarraffa's Coffee ,34,0,618,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2026-10-27,YMCA ,54,0,564,Expense,Personal,Fitness & Wellbeing,DR
2026-10-28,Rooftop Bar ,49,0,515,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-10-28,Uber ,11,0,504,Expense,Transport,Taxies & Share Cars,DR
2026-11-01,Monthly Income,0,6542,7046,Income,Income,Wages,CR
2026-11-02,Sunburn Swimwear ,570,0,6476,Expense,Personal,Clothing & Accessories,DR
2026-11-02, National Bank ,213,0,6263,Expense,Personal,Fees & Charges,DR
2026-11-03,Spotlight ,328,0,5935,Expense,Leisure & Lifestyle,Hobbies,DR
2026-11-04,Freedom Furniture ,11,0,5924,Expense,Household,Maintenance & Improvements,DR
2026-11-04,Café Nero ,78,0,5846,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2026-11-04,Palace Cinemas ,26,0,5820,Expense,Leisure & Lifestyle,Entertainment,DR
2026-11-04,Stand Up Paddleboard Rental ,472,0,5348,Expense,Personal,Fitness & Wellbeing,DR
2026-11-04,Tennis Australia ,344,0,5004,Expense,Personal,Fitness & Wellbeing,DR
2026-11-04,ABC Reading Eggs ,13,0,4991,Expense,Personal,Education,DR
2026-11-06,The Sydney Morning Herald ,134,0,4857,Expense,Personal,Education,DR
2026-11-08,South East Water ,411,0,4446,Expense,Household,Utilities,DR
2026-11-08,Kumon ,296,0,4150,Expense,Personal,Education,DR
2026-11-08,Melbourne Central Lion Hotel ,218,0,3932,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-11-08,Fernwood Fitness ,289,0,3643,Expense,Personal,Fitness & Wellbeing,DR
2026-11-09,Pizza Hut ,217,0,3426,Expense,Leisure & Lifestyle,Takeaway,DR
2026-11-10,EnergyAustralia ,65,0,3361,Expense,Household,Utilities,DR
2026-11-10,Optometrist ,80,0,3281,Expense,Personal,Health & Medical,DR
2026-11-11,Woolworths ,321,0,2960,Expense,Household,Groceries,DR
2026-11-12,Kayo Sports ,97,0,2863,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-11-12,The Australian ,224,0,2639,Expense,Personal,Education,DR
2026-11-12, The Good Guys ,236,0,2403,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-11-13,TerryWhite Chemmart ,58,0,2345,Expense,Personal,Health & Medical,DR
2026-11-13,Spotlight ,18,0,2327,Expense,Leisure & Lifestyle,Hobbies,DR
2026-11-14,Village Cinemas ,202,0,2125,Expense,Leisure & Lifestyle,Entertainment,DR
2026-11-15,VetLove ,65,0,2060,Expense,Household,Pets,DR
2026-11-16,Westpac Dividend Deposit ,181,0,1879,Income,Income,Investments,DR
2026-11-16,Guzman y Gomez ,179,0,1700,Expense,Leisure & Lifestyle,Takeaway,DR
2026-11-18, Commonwealth Bank ,38,0,1662,Expense,Household,Rent & Mortgage,DR
2026-11-18,AustralianSuper Pension ,143,0,1519,Income,Income,Other Income,DR
2026-11-18,Kumon ,71,0,1448,Expense,Personal,Education,DR
2026-11-18,JAX Tyres ,47,0,1401,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-11-18,Uber ,56,0,1345,Expense,Transport,Taxies & Share Cars,DR
2026-11-19,The Brisbane Hotel ,130,0,1215,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-11-21,AustralianSuper Pension ,77,0,1138,Income,Income,Other Income,DR
2026-11-23,Zone Bowling ,32,0,1106,Expense,Leisure & Lifestyle,Entertainment,DR
2026-11-23,Petbarn ,7,0,1099,Expense,Household,Pets,DR
2026-11-24,Rooftop Bar ,5,0,1094,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-11-25,F45 Training ,20,0,1074,Expense,Personal,Fitness & Wellbeing,DR
2026-11-25,Ballet Schools ,70,0,1004,Expense,Personal,Fitness & Wellbeing,DR
2026-11-26,Child Support Agency Deposit ,36,0,968,Income,Income,Other Income,DR
2026-11-26,BWS ,61,0,907,Expense,Leisure & Lifestyle,Alcohol,DR
2026-11-26,Origin Energy ,53,0,854,Expense,Household,Utilities,DR
2026-11-28,Audible ,36,0,818,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2026-12-01,Monthly Income,0,6542,7360,Income,Income,Wages,CR
2026-12-02,Sea Kayak Tours ,212,0,7148,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2026-12-02,JAX Tyres ,206,0,6942,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-12-02,Jetts Fitness ,284,0,6658,Expense,Personal,Fitness & Wellbeing,DR
2026-12-02,The Iconic ,663,0,5995,Expense,Personal,Clothing & Accessories,DR
2026-12-03,Child Support Agency Deposit ,442,0,5553,Income,Income,Other Income,DR
2026-12-04, Brisbane City Council ,61,0,5492,Expense,Household,Rates & Insurance,DR
2026-12-04,Beach Café ,173,0,5319,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2026-12-04,Tennis Australia ,335,0,4984,Expense,Personal,Fitness & Wellbeing,DR
2026-12-04,Tabcorp ,457,0,4527,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2026-12-05,CommSec Share Trading Gains ,451,0,4076,Income,Income,Investments,DR
2026-12-07,KU Children's Services ,33,0,4043,Expense,Personal,Children & Family,DR
2026-12-08,Supercheap Auto ,9,0,4034,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-12-08, EnergyAustralia ,48,0,3986,Expense,Household,Utilities,DR
2026-12-10,Bridgestone Select ,381,0,3605,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-12-10,Soccer Clubs ,358,0,3247,Expense,Personal,Fitness & Wellbeing,DR
2026-12-11,EnergyAustralia ,149,0,3098,Expense,Household,Utilities,DR
2026-12-12,Gardening Australia ,174,0,2924,Expense,Household,Maintenance & Improvements,DR
2026-12-13,Child Support Agency Deposit ,188,0,2736,Income,Income,Other Income,DR
2026-12-14,Fernwood Fitness ,106,0,2630,Expense,Personal,Fitness & Wellbeing,DR
2026-12-15,Hobart Brewing Company ,252,0,2378,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-12-16,Scouts Australia ,182,0,2196,Expense,Leisure & Lifestyle,Hobbies,DR
2026-12-17,NRMA Roadside Assistance ,143,0,2053,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2026-12-19,Event Cinemas ,29,0,2024,Expense,Leisure & Lifestyle,Entertainment,DR
2026-12-19,Anytime Fitness ,18,0,2006,Expense,Personal,Fitness & Wellbeing,DR
2026-12-19,Caltex ,160,0,1846,Expense,Transport,Fuel,DR
2026-12-19,Hungry Jack’s ,175,0,1671,Expense,Leisure & Lifestyle,Takeaway,DR
2026-12-21,Cookie ,157,0,1514,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-12-21,City Beach ,11,0,1503,Expense,Personal,Clothing & Accessories,DR
2026-12-22,Hobart Brewing Company ,147,0,1356,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-12-23,PayPal Transfer from Sale ,84,0,1272,Income,Income,Other Income,DR
2026-12-24,Snap Fitness ,42,0,1230,Expense,Personal,Fitness & Wellbeing,DR
2026-12-25,G8 Education ,118,0,1112,Expense,Personal,Children & Family,DR
2026-12-25,Adairs ,102,0,1010,Expense,Household,"Furniture, Electronics & Homewares",DR
2026-12-26,The Ivy ,36,0,974,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2026-12-26,Snap Fitness ,33,0,941,Expense,Personal,Fitness & Wellbeing,DR
2026-12-27,Who Gives A Crap ,47,0,894,Expense,Household,Groceries,DR
2027-01-01,Monthly Income,0,6542,7436,Income,Income,Wages,CR
2027-01-02,Surf Dive 'n Ski ,466,0,6970,Expense,Personal,Clothing & Accessories,DR
2027-01-03,Stand Up Paddleboard Rental ,235,0,6735,Expense,Personal,Fitness & Wellbeing,DR
2027-01-03,Sea Kayak Tours ,302,0,6433,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2027-01-04,Catholic Education Office ,436,0,5997,Expense,Personal,Education,DR
2027-01-05,EnergyAustralia ,544,0,5453,Expense,Household,Utilities,DR
2027-01-05,Westpac Dividend Deposit ,16,0,5437,Income,Income,Investments,DR
2027-01-06,Hungry Jack’s ,409,0,5028,Expense,Leisure & Lifestyle,Takeaway,DR
2027-01-06,MyCar Tyre & Auto ,441,0,4587,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2027-01-06, BSA Ltd ,178,0,4409,Expense,Household,Maintenance & Improvements,DR
2027-01-07,Bridgestone Select ,21,0,4388,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2027-01-07,Quay Restaurant ,130,0,4258,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2027-01-07,Fernwood Fitness ,278,0,3980,Expense,Personal,Fitness & Wellbeing,DR
2027-01-08,Platypus Shoes ,253,0,3727,Expense,Personal,Clothing & Accessories,DR
2027-01-08,Westpac Dividend Deposit ,50,0,3677,Income,Income,Investments,DR
2027-01-09,Witchery ,69,0,3608,Expense,Personal,Clothing & Accessories,DR
2027-01-10,Binge ,89,0,3519,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2027-01-11,Spotlight ,101,0,3418,Expense,Leisure & Lifestyle,Hobbies,DR
2027-01-12,Queensland Urban Utilities ,5,0,3413,Expense,Household,Utilities,DR
2027-01-12,Sylvan Learning ,211,0,3202,Expense,Personal,Education,DR
2027-01-13,Apple Music ,148,0,3054,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2027-01-14, National Bank ,198,0,2856,Expense,Personal,Fees & Charges,DR
2027-01-14,VicRoads ,15,0,2841,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2027-01-14,Mathnasium ,135,0,2706,Expense,Personal,Education,DR
2027-01-15,Who Gives A Crap ,165,0,2541,Expense,Household,Groceries,DR
2027-01-16,Upwork Freelancer Payment ,201,0,2340,Income,Income,Other Income,DR
2027-01-16,BP ,194,0,2146,Expense,Transport,Fuel,DR
2027-01-17,G8 Education ,122,0,2024,Expense,Personal,Children & Family,DR
2027-01-18,Upwork Freelancer Payment ,99,0,1925,Income,Income,Other Income,DR
2027-01-19,The Sydney Morning Herald ,24,0,1901,Expense,Personal,Education,DR
2027-01-19,Adobe Creative Cloud ,121,0,1780,Expense,Leisure & Lifestyle,Hobbies,DR
2027-01-19, Meriton Apartments ,104,0,1676,Expense,Household,Rates & Insurance,DR
2027-01-19,Repco ,15,0,1661,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2027-01-19,Taronga Zoo ,135,0,1526,Expense,Leisure & Lifestyle,Entertainment,DR
2027-01-19,CommSec Share Trading Gains ,65,0,1461,Income,Income,Investments,DR
2027-01-20,Kumon ,75,0,1386,Expense,Personal,Education,DR
2027-01-21,Medicare Claim ,71,0,1315,Expense,Personal,Health & Medical,DR
2027-01-22, Brisbane City Council ,108,0,1207,Expense,Household,Rates & Insurance,DR
2027-01-22,Autobarn ,105,0,1102,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2027-01-22,Australian Veterinary Association ,50,0,1052,Expense,Household,Pets,DR
2027-01-23,David Jones ,43,0,1009,Expense,Personal,Clothing & Accessories,DR
2027-01-24,The Good Guys ,40,0,969,Expense,Household,"Furniture, Electronics & Homewares",DR
2027-01-24,Spotlight ,27,0,942,Expense,Leisure & Lifestyle,Hobbies,DR
2027-01-24,Specsavers ,28,0,914,Expense,Personal,Health & Medical,DR
2027-01-25,Apple Music ,91,0,823,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2027-01-27,Microsoft 365 ,15,0,808,Expense,Personal,Education,DR
2027-01-28,Car Wash Cafe ,80,0,728,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2027-01-28,Goodstart Early Learning ,12,0,716,Expense,Personal,Children & Family,DR
2027-02-01,Monthly Income,0,6542,7258,Income,Income,Wages,CR
2027-02-03,Aqua Fun Park ,555,0,6703,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2027-02-03,Menulog ,325,0,6378,Expense,Leisure & Lifestyle,Takeaway,DR
2027-02-04,Camp Australia ,182,0,6196,Expense,Leisure & Lifestyle,Hobbies,DR
2027-02-06,Beacon Lighting ,260,0,5936,Expense,Household,Maintenance & Improvements,DR
2027-02-06,Stan ,564,0,5372,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2027-02-07,Local Fish and Chips ,195,0,5177,Expense,Leisure & Lifestyle,Takeaway,DR
2027-02-09,ATO Tax Refund ,418,0,4759,Income,Income,Other Income,DR
2027-02-10,Child Support Agency Deposit ,262,0,4497,Income,Income,Other Income,DR
2027-02-11,Costco ,337,0,4160,Expense,Household,Groceries,DR
2027-02-11,Jetts Fitness ,144,0,4016,Expense,Personal,Fitness & Wellbeing,DR
2027-02-12,AMF Bowling ,135,0,3881,Expense,Leisure & Lifestyle,Entertainment,DR
2027-02-12,Lorna Jane ,73,0,3808,Expense,Personal,Clothing & Accessories,DR
2027-02-13,The Victory Hotel ,52,0,3756,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2027-02-13,Crown Perth ,354,0,3402,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2027-02-13,QBE Insurance Claim Payout ,137,0,3265,Income,Income,Other Income,DR
2027-02-13,Karate for Kids ,234,0,3031,Expense,Personal,Fitness & Wellbeing,DR
2027-02-14,EB Games ,280,0,2751,Expense,Leisure & Lifestyle,"Apps, Games & Software",DR
2027-02-15,Boost Juice Bars ,197,0,2554,Expense,Leisure & Lifestyle,Takeaway,DR
2027-02-16,Tabcorp ,250,0,2304,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2027-02-16,King Swim ,6,0,2298,Expense,Personal,Fitness & Wellbeing,DR
2027-02-20,Priceline Pharmacy ,196,0,2102,Expense,Personal,Health & Medical,DR
2027-02-21,Car Wash Cafe ,193,0,1909,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2027-02-21,CommSec Share Trading Gains ,78,0,1831,Income,Income,Investments,DR
2027-02-23,The Ivy ,116,0,1715,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2027-02-24, BSA Ltd ,31,0,1684,Expense,Household,Maintenance & Improvements,DR
2027-02-24,Sea Life Aquarium ,120,0,1564,Expense,Leisure & Lifestyle,Entertainment,DR
2027-02-25,Apple Music ,10,0,1554,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2027-02-25,Harvey Norman ,6,0,1548,Expense,Household,"Furniture, Electronics & Homewares",DR
2027-03-01,Monthly Income,0,6542,8090,Income,Income,Wages,CR
2027-03-02,Upwork Freelancer Payment ,272,0,7818,Income,Income,Other Income,DR
2027-03-03,Zone Bowling ,514,0,7304,Expense,Leisure & Lifestyle,Entertainment,DR
2027-03-03,Bulk Billing Doctor ,168,0,7136,Expense,Personal,Health & Medical,DR
2027-03-04, Jim's Mowing ,11,0,7125,Expense,Household,Maintenance & Improvements,DR
2027-03-04,Adobe Creative Cloud ,551,0,6574,Expense,Leisure & Lifestyle,Hobbies,DR
2027-03-04,Grill’d ,100,0,6474,Expense,Leisure & Lifestyle,Takeaway,DR
2027-03-05,Child Support Agency Deposit ,352,0,6122,Income,Income,Other Income,DR
